categoryName,sportId,tournamentId,tournamentName
Brazil,10,36661,"Mineiro, Modulo II"
Brazil,10,36663,U20 Brasiliense
Brazil,10,36667,"Cearense, Serie B"
Germany Amateur,10,36887,Bayernliga Relegation/Promotion
Mexico,10,36903,"Trofeo de Campeon de Campeones, Women"
Germany Amateur,10,36943,"Oberliga, Playoffs"
Argentina,10,36945,"Copa Proyeccion Final, Reserves"
Switzerland,10,37051,Erste Liga
Mexico,10,37101,Supercopa Liga MX
Uruguay,10,37127,Copa Uruguay
USA,10,37169,USL W League
Denmark Amateur,10,37195,Danmarksserien
Brazil,10,37197,"Carioca, Women"
Croatia,10,37205,First League Women
Denmark Amateur,10,37229,Danmarksserien
El Salvador,10,37331,"Primera Division, Reserves, Apertura"
International,10,37345,"CAFA Championship, Women"
Burundi,10,37635,Ligue A
Mexico,10,38223,"Liga Premier Serie A, Clausura"
Mexico,10,38225,"Liga Premier Serie B, Apertura"
Mexico,10,38227,"Liga Premier Serie B, Clausura"
"Hong Kong, China",10,38379,"Football League, Women"
International,10,38453,"CONMEBOL UEFA Cup of Champions, Women"
Croatia,10,38613,Druga NL
Simulated Reality League,10,38785,World Cup
Brazil,10,38883,Copa Alagoas
Brazil,10,38885,Recopa Catarinense
Brazil,10,38887,Recopa Gaucha
Argentina,10,38915,Supercopa Internacional
Sweden Amateur,10,38941,"Elitettan, Women"
Virtual Football,10,38973,Virtual World Match Football S1
Virtual Football,10,38975,Virtual World Match Football S2
Virtual Football,10,38977,Virtual World Match Football S3
Bolivia,10,39033,Copa Division Profesional
Brazil,10,39043,"Supercopa do Brasil, Women"
England Amateur,10,39071,Central League Cup
England Amateur,10,39073,Central League
Scotland,10,39077,Reserve Cup
El Salvador,10,39173,Segunda Division
Italy,10,39221,Coppa Italia Serie D
International Youth,10,39285,U21 Premier League International Cup
Brazil,10,39343,"Catarinense, Serie B"
Brazil,10,39439,"Paranaense, 2. Divisao"
Brazil,10,39459,"U20 Carioca, Serie A"
Romania,10,39533,Liga 3
Uganda,10,39561,"Uganda Cup, Women"
Brazil,10,39761,"U20 Gaucho, Serie A1"
Brazil,10,39781,U20 Cearense
Brazil,10,39789,"Baiano, Serie B"
International,10,39821,"UEFA Nations League, Women"
International Youth,10,39829,"U19 FIFA Youth Cup, Women"
Croatia,10,40005,"Croatia Cup, Women"
Brazil,10,40053,"Alagoano, Serie B U23"
Brazil,10,40055,"Cearense, Serie C"
Brazil,10,40057,Taca Fares Lopes
Brazil,10,40059,"Goiano, 2. Divisao"
Brazil,10,40061,Copa Rio
Germany Amateur,10,40135,"Oberliga, Qualification for Regionalliga Southwest"
Croatia,10,40137,Treca NL
International Clubs,10,40249,CONCACAF Central American Cup
International Clubs,10,40251,CONCACAF Caribbean Cup
Belgium,10,40261,Nationale 1
Brazil,10,40297,"Gaucho, Women"
Russia,10,40305,"2. Liga, Division A"
Mexico,10,40387,U23 Liga MX
Slovakia,10,40469,"3. Liga, East"
Slovakia,10,40471,"3. Liga, West"
India,10,40511,Durand Cup
Malaysia,10,40513,Piala Malaysia
Switzerland,10,40521,2. Liga Interregional
Switzerland,10,40523,Amateur Liga
Netherlands,10,40531,"Supercup, Women"
Mexico,10,40533,Liga Premier Serie A
Mexico,10,40535,Liga Premier Serie B
Argentina,10,40649,"Copa Proyeccion, Reserves"
Brazil,10,40651,"Goiano, Women"
Brazil,10,40653,Copa Santa Catarina
Argentina,10,40663,"Copa de la Liga, Women"
Brazil,10,40677,"Carioca, Serie B1"
Czechia,10,40727,Divize A
Czechia,10,40729,Divize B
Czechia,10,40731,Divize C
Czechia,10,40733,Divize D
Czechia,10,40735,Divize E
Czechia,10,40737,Divize F
Brazil,10,40805,"Mineiro, Women"
Mali,10,40817,Ligue 1
International Clubs,10,40983,African Football League
International Youth,10,40985,U20 Intercontinental Cup
Brazil,10,41085,"Gaucho, Serie B"
Brazil,10,41113,"Pernambucano, Serie A2"
Brazil,10,41278,"Cearense, Women"
Costa Rica,10,41310,Copa Costa Rica
Finland Amateur,10,41364,Kolmonen
International Youth,10,41366,U23 Pan American Games
Brazil,10,41410,"Paranaense, Women"
International Clubs,10,41488,"CAF Champions League, Women"
International Clubs,10,41490,"AFC Club Championship, Women"
Switzerland,10,41760,2. Liga Interregional Cup
Argentina,10,41935,"Trofeo de Campeones, Reserves"
International,10,41941,"Gold Cup, Women"
Italy,10,42015,"Supercoppa, Women"
India,10,42093,I-League 2
Finland,10,42139,Ykkosliigacup
Scotland,10,42193,Scottish Women League One
Poland,10,42281,"Puchar Polski, Women"
Chile,10,42283,Segunda Division
Chile,10,42285,"Primera Division, Women"
Finland,10,42291,Ykkonen
International,10,42371,"CAF Olympic Qualification, Women"
Costa Rica,10,42421,"Primera Division, Women"
Switzerland,10,42463,Club Friendly Games
Switzerland,10,42465,Extra Games
Austria,10,42467,Club Friendly Games
Austria,10,42469,Extra Games
International Clubs,10,42627,Qatar-UAE Super Cup
International Clubs,10,42629,Qatar-UAE Super Shield
Chinese Taipei,10,42631,"Mulan Football League, Women"
USA,10,42695,USL League One Cup
International Youth,10,42763,AFC-CAF Olympic Qualification Playoff
Switzerland,10,42901,Zurich Basler Cup
Germany Amateur,10,42969,"Supercup, Women"
International Clubs,10,42983,AFC Challenge League
International Clubs,10,42985,AFC Women's Champions League
Malaysia,10,43125,Liga A1
International Clubs,10,43189,"NWSL x Liga MX Summer Cup, Women"
Belgium,10,43371,Nationale 1 VV
Belgium,10,43373,Nationale 1 ACFF
USA,10,43439,"USL Super League, Women"
International Clubs,10,43643,"Club Friendly Games, Women"
Austria Amateur,10,43771,"Niederosterreich, 1. Landesliga"
Austria Amateur,10,43773,"Burgenland, Burgenlandliga"
Austria Amateur,10,43775,"Burgenland, II. Liga"
Austria Amateur,10,43781,"Karnten, Karntner Liga"
Austria Amateur,10,43783,"Karnten, Unterliga"
Austria Amateur,10,43785,"Karnten, 1. Klasse"
Austria Amateur,10,43789,"Oberosterreich, OO Liga"
Austria Amateur,10,43803,"Steiermark, Landesliga"
Austria Amateur,10,43805,"Steiermark, Oberliga"
Austria Amateur,10,43807,"Steiermark, Unterliga"
Austria Amateur,10,43809,"Steiermark, Gebietsliga"
Austria Amateur,10,43817,"Tirol, Gebietsliga"
Austria Amateur,10,43831,"Wien, Wiener Stadtliga"
Austria Amateur,10,43833,"Wien, 2. Landesliga"
Austria Amateur,10,43839,"Salzburg, 2. Klasse"
International Clubs,10,43845,"CONCACAF Champions Cup, Women"
Scotland,10,44243,Highland Football League
Scotland,10,44245,Lowland League
Switzerland,10,44251,3. Liga
Switzerland,10,44253,4. Liga
Switzerland,10,44257,Junioren A Promotion
Switzerland,10,44259,Junioren A 1. Starkeklasse
Switzerland,10,44261,Junioren B Promotion
Switzerland,10,44263,Junioren B 1. Starkeklasse
Switzerland,10,44265,Junioren C Promotion
Switzerland,10,44267,Junioren C 1. Starkeklasse
Switzerland,10,44269,Senioren 30+ Meister
Switzerland,10,44271,Senioren 30+ Promotion
Switzerland,10,44273,Senioren 30+ Regional
Switzerland,10,44275,Senioren 40+ Meister
Switzerland,10,44281,"Juniorinnen FF-19, Women"
Switzerland,10,44283,"Juniorinnen FF-15 4/4, Women"
International Clubs,10,44289,FIFA Intercontinental Cup
England Amateur,10,44335,"Isthmian League, Division One North"
England Amateur,10,44337,"Isthmian League, Division One South Central"
England Amateur,10,44339,"Isthmian League, Division One South East"
England Amateur,10,44347,"Northern Premier League, Division One East"
England Amateur,10,44349,"Northern Premier League, Division One Midlands"
England Amateur,10,44351,"Northern Premier League, Division One West"
England Amateur,10,44353,"Southern League, Division One South"
England Amateur,10,44355,"Southern League, Division One Central"
England Amateur,10,44357,"National League, Premier, Women"
England Amateur,10,44359,"National League, Division One, Women"
Scotland,10,44425,"Premier League 2, Women"
Switzerland,10,44721,Junioren A 2. Starkeklasse
Switzerland,10,44725,Junioren B 2. Starkeklasse
Switzerland,10,44727,Junioren B 3. Starkeklasse
Switzerland,10,44729,Junioren C 2. Starkeklasse
Switzerland,10,44731,Junioren C 3. Starkeklasse
New Zealand,10,45047,"National League, Women"
England,10,45083,National League Cup
Virtual Football,10,45145,Virtual World Match Football S4
Virtual Football,10,45199,Virtual World Match Football S5
Virtual Football,10,45201,Virtual World Match Football S6
Australia,10,45525,Queensland Premier League 3 Metro
Australia,10,45527,Queensland Premier League 4 Metro
Australia,10,45529,Queensland Premier League 5 Metro
Australia,10,45531,Queensland Premier League 6 Metro
Australia,10,45533,U23 Queensland NPL
Australia,10,45535,U23 Queensland Premier League 1
Australia,10,45537,U23 Queensland Premier League 2
Australia,10,45539,U23 Queensland Premier League 3 Metro
Australia,10,45541,U23 Queensland Premier League 4 Metro
Australia,10,45543,U23 Queensland Premier League 5 Metro
Australia,10,45545,U23 Queensland Premier League 6 Metro
Australia,10,45547,"Queensland Premier League 1, Women"
Australia,10,45549,"Queensland Premier League 2, Women"
Australia,10,45551,"Queensland Premier League 3 Metro, Women"
Australia,10,45553,"U23 Queensland NPL, Women"
Australia,10,45555,"U23 Queensland Premier League 1, Women"
Australia,10,45557,"U23 Queensland Premier League 2, Women"
Australia,10,45559,Queensland Premier League 3 South Coast
Australia,10,45561,Queensland Premier League 4 South Coast
Australia,10,45563,U23 Queensland Premier League 3 South Coast
Australia,10,45565,U23 Queensland Premier League 4 South Coast
Australia,10,45567,"Queensland Premier League 3, South Coast, Women"
Australia,10,45641,South Australia State League 2
Australia,10,45647,"South Australia State League, Women"
Australia,10,45649,"South Australia NPL, Reserves"
Australia,10,45653,"South Australia State League 1, Reserves"
Australia,10,45655,"South Australia State League 2, Reserves"
Australia,10,45663,"South Australia NPL, Reserves, Women"
Australia,10,45665,"South Australia State League, Reserves, Women"
Australia,10,45667,Victoria State League 1
Australia,10,45669,Victoria State League 2
Australia,10,45671,"Victoria Premier League, Women"
Australia,10,45673,U23 Victoria NPL
Australia,10,45675,U23 Victoria Premier League 1
Australia,10,45677,U23 Victoria Premier League 2
Australia,10,45681,"U20 Victoria NPL, Women"
Australia,10,45683,"Victoria Premier League, Reserves, Women"
Australia,10,45771,"Northern NSW NPL, Reserves"
Australia,10,45773,"Northern NSW League One, Reserves"
Australia,10,45775,"Northern NSW League One, Reserves, Women"
Honduras,10,45857,Liga de Ascenso
Greece,10,46053,Gamma Ethniki
Venezuela,10,46133,Supercopa Venezuela
Brazil,10,46211,U20 Brasileiro Serie B
Virtual Football,10,46215,Virtual Football English League 2
Switzerland,10,46233,Juniorinnen FF-17
Switzerland,10,46265,2. Liga Regional FAEW
Virtual Football,10,46285,Virtual Football English League 2 Retail
Switzerland,10,46521,"1. Liga, Women"
Switzerland,10,46523,"2. Liga, Women"
Switzerland,10,46525,"2. Liga interregional, Women"
Switzerland,10,46527,"Schweizer Cup Juniorinnen FF-15, Women"
Switzerland,10,46529,"Schweizer Cup Juniorinnen FF-19, Women"
Switzerland,10,46531,Senioren 30+
Switzerland,10,46533,Senioren 30+ Elite
Switzerland,10,46535,Senioren 40+
Switzerland,10,46537,Senioren 40+ Promotion
Switzerland,10,46539,Senioren 40+ Regional
Switzerland,10,46567,Junioren C 1. Starkeklasse 2x45
Switzerland,10,46569,Junioren C 2. Starkeklasse 2x45
Switzerland,10,46571,Junioren C 3. Starkeklasse 2x45
Switzerland,10,46573,Junioren C Promotion 2x45
Switzerland,10,46575,"Juniorinnen FF-15, Women"
Sweden Amateur,10,46587,U21 Ligacupen Elit
Switzerland,10,46605,"Juniorinnen FF-19 (Cup), Women"
Switzerland,10,46607,Youth League C 2x45
Estonia,10,46645,II Liiga
Brazil,10,46647,"U20 Goiano, 1. Divisao"
Brazil,10,46651,"U20 Mineiro, 1. Divisao"
Finland,10,46671,Kolmonen
Australia,10,46714,Capital Premier League
Australia,10,46716,Tasmania Northern Championship
Australia,10,46718,Tasmania Southern Championship
Australia,10,46720,Western Australia State League 1
Tanzania,10,46742,Federation Cup
Iceland,10,46756,4. deild
Paraguay,10,46758,"Camopeonato Femenino, Women"
Ecuador,10,46760,"Superliga, Women"
Switzerland,10,46762,ZURICH Frauen Cup
Switzerland,10,46764,ZURICH Senioren 30+ Cup
Switzerland,10,46766,ZURICH Senioren 40+ Cup
Switzerland,10,46768,ZURICH Junioren A Cup
Brazil,10,46811,Copa Espirito Santo
Uruguay,10,46851,"Primera Division, Women"
Brazil,10,46881,"U20 Catarinense, Serie A"
Brazil,10,46883,"U20 Paranaense, 1. Divisao"
Switzerland,10,46893,ZURICH Junioren B Cup
Switzerland,10,46895,ZURICH Junioren C Cup
Switzerland,10,46897,ZURICH Juniorinnen FF-15 Cup
Switzerland,10,46899,ZURICH Juniorinnen FF-19 Cup
Brazil,10,46945,"Brasileiro A3, Women"
Greece,10,46949,Super League 2 Super Cup
Bosnia & Herzegovina,10,47091,Super Kup
Brazil,10,47097,"Copa do Brasil, Women"
Brazil,10,47121,"Amazonense, Serie B"
Brazil,10,47123,"U20 Alagoano, Serie A1"
Brazil,10,47125,"Amapaense, Serie B"
Austria Amateur,10,47127,"OFB Cup, Women"
Mexico,10,47195,Campeon de Campeones Liga Expansion MX
SoccerSpecials,10,47239,Kings League Brazil
SoccerSpecials,10,47241,Kings League Spain
SoccerSpecials,10,47243,Kings Cup Spain
Russia,10,47279,"Super Cup, Women"
Russia,10,47478,"Russian Cup, Women"
International,10,47530,"ASEAN Championship, Women"
Brazil,10,47532,"Catarinense, Women"
Brazil,10,47534,"Mato-Grossense, 2. Divisao"
Slovakia,10,47536,3. Liga
Spain,10,47548,"Primera Federacion, Women"
New Zealand,10,47568,Chatham Cup
New Zealand,10,47570,"Kate Sheppard Cup, Women"
International Youth,10,47576,U21 Club Friendly Games
International Youth,10,47578,U18 Club Friendly Games
International Youth,10,47582,U20 Club Friendly Games
International Youth,10,47584,U23 Club Friendly Games
International Youth,10,47586,U19 Club Friendly Games
International Youth,10,47588,"U23 Club Friendly Games, Women"
International Youth,10,47590,"U23 Friendly Games, Women"
International Youth,10,47598,U16 Friendly Games
Bulgaria,10,47656,Treta Liga
Finland,10,47658,U20 SM
Italy,10,47660,"Serie A Cup, Women"
Brazil,10,47740,Copa Governo do Estado de Sergipe
Oman,10,47830,Super Cup
Costa Rica,10,47950,Recopa
Hungary,10,47952,NB III
France,10,47986,National 2
Netherlands,10,47988,Derde Divisie
Brazil,10,47990,U20 Copa do Nordeste
France,10,47992,"Seconde Ligue, Women"
Czechia,10,47994,"2. Liga, Women"
Denmark,10,47996,"B Liga, Women"
Slovenia,10,47998,3. SNL
Guatemala,10,48000,Primera Division
Mexico,10,48056,U21 Liga MX
International Clubs,10,48058,ASEAN Club Championship
Croatia,10,48060,U19 Prva NL Juniori
Brazil,10,48062,"Candango, Serie B"
Brazil,10,48064,"Mineiro, Segunda Divisao"
Malaysia,10,48098,Piala Sumbangsih
Gibraltar,10,48150,Pepe Reyes Cup
Norway,10,48179,U19 Nasjonal
Denmark,10,48181,U19 Ligaen
Hungary,10,48183,U19 National
Nicaragua,10,48197,Liga de Ascenso
Brazil,10,48211,"Capixaba, Serie B"
Serbia,10,48213,Srpska Liga
Italy,10,48215,"Serie B, Women"
Portugal,10,48231,"Supertaca, Women"
Poland,10,48233,"1. Liga, Women"
Romania,10,48235,"Superliga, Women"
Switzerland,10,48289,U19 Elite
Serbia,10,48291,U19 League
United Arab Emirates,10,48313,U23 Pro League
Brazil,10,48329,"Baiano, Women"
Brazil,10,48333,"Paranaense, 3. Divisao"
Brazil,10,48335,"Goiano, 3. Divisao"
Brazil,10,48337,Taca FPF Paranaense
Brazil,10,48339,"Carioca, Serie B2"
Brazil,10,48341,"Alagoano, Women"
Spain,10,48343,U19 Division de Honor Juvenil
Dominica,10,48413,DFA Premier
Kazakhstan,10,48421,"Premier League, Women"
Mauritania,10,48423,Super D1
Mauritania,10,48425,Super D2
Chile,10,48427,Tercera Division
Australia,10,48507,Australian Championship
Qatar,10,48509,U23 Olympic League
Saudi Arabia,10,48511,Second Division
Saudi Arabia,10,48513,U21 Elite League
Singapore,10,48515,Premier League 2
Republic of Korea,10,48521,K4 League
Poland,10,48523,IV Liga
Japan,10,48541,Regional Football Leagues
Ghana,10,48543,Champion of Champions
International,10,48571,Influencer World Cup
International Clubs,10,48603,"UEFA Europa Cup, Women"
Scotland,10,48613,"Premier League Cup, Women"
Brazil,10,48615,"U20 Carioca, Serie A2"
"Hong Kong, China",10,48617,Senior Shield
India,10,48619,Mizoram Premier League
Switzerland,10,48625,Junioren C - 2x45 (ANF)
Switzerland,10,48627,Junioren B (ANF)
Switzerland,10,48629,Juniorinnen B (FVRZ)
Switzerland,10,48631,Juniorinnen C (FVRZ)
South Africa,10,48663,"Diski Challenge, Reserves"
Portugal,10,48711,"II Divisao, Women"
Brazil,10,48713,U20 Pernambucano
Brazil,10,48721,"Sergipano, Serie A2"
Turkiye,10,48741,"Super Lig, Women"
Brazil,10,48743,"Piauiense, Serie B"
Angola,10,48765,Supertaca
Tanzania,10,48767,Community Shield
Puerto Rico,10,48769,LPR Pro
Brazil,10,48891,"Potiguar, 2. Divisao"
Japan,10,48905,"WE League Cup, Women"
Tanzania,10,48933,Championship League
Kenya,10,48935,Super League
International Clubs,10,48975,"FIFA Champions Cup, Women"
Portugal,10,49214,"Taca da Liga, Women"
SoccerSpecials,10,49224,Kings Cup Brazil
International,10,49276,"CONMEBOL Nations League, Women"
International Clubs,10,49336,CFU Club Shield
Estonia,10,49348,Winter Tournament
Switzerland,10,49386,Junioren A FVRZ
Brazil,10,49522,"U20 Paulista, Women"
International,10,49566,"FIFA World Cup, Women, Qualification, OFC"
Kazakhstan,10,49906,Vtoraya Liga
Australia,10,49908,U23 Capital NPL
Australia,10,49910,U23 Capital Premier League
Australia,10,49914,"Sapphire Cup, Women"
Australia,10,49916,Queensland Pro Series
Australia,10,49918,"Queensland Pro Series, Women"
Australia,10,49920,Dockerty Cup
Australia,10,49922,"Victoria Cup, Women"
Australia,10,49924,Western Australia State League 2
Australia,10,49926,U23 Western Australia NPL
Australia,10,49928,"Western Australia State League 1, Reserves"
Australia,10,49930,"Western Australia State League 2, Reserves"
Australia,10,49932,Western Australia NPL Night Series
Australia,10,49934,"Western Australia NPL Night Series, Women"
Australia,10,49936,"Western Australia State Cup, Women"
Australia,10,49938,"Western Australia Division 1, Women"
Australia,10,49940,Northern Territory Premier League
Australia,10,49942,Northern Territory Division 3
Australia,10,49944,"Northern Territory Premier League, Reserves"
Australia,10,49946,"Northern Territory Premier League, Women"
Australia,10,49948,"Australia Cup, Preliminary"
SoccerSpecials,10,50174,Kings World Cup Nations
Uruguay,10,50194,Copa de La Liga
Brazil,10,50196,Super Copa Grao Para
Virtual Football,10,50230,Virtual Fast Football 4
Republic of Korea,10,50314,K-League Super Cup
Chile,10,50740,Copa de la Liga
International,10,50820,FIFA Series
International,10,50822,"FIFA Series, Women"
Brazil,10,50874,Copa Sul-Sudeste
Virtual Football,10,50954,Virtual Fast Football USA
Virtual Football,10,50956,Virtual Football World Cup USA
Virtual Football,10,50958,Soccer Roulette USA
Switzerland,10,51010,U-15 Osterturnier SV Muttenz
Aruba,10,51046,Division Honor
Curacao,10,51052,Prome Divishon
Australia,10,51062,"U23 Northern Territory Premier League, Women"
El Salvador,10,51108,Copa Presidente
Ethiopia,10,51172,Higher League
Gambia,10,51174,Division One
Saint Kitts and Nevis,10,51176,Premier League
Seychelles,10,51178,Premier League
Sierra Leone,10,51180,Premier League
Suriname,10,51182,Major League
Togo,10,51184,Premiere Division D1
Burkina Faso,10,51190,Ligue 1
