categoryName,sportId,tournamentId,tournamentName
International,10,1,UEFA Euro
International Clubs,10,7,UEFA Champions League
Spain,10,8,LaLiga
Belgium,10,9,Challenger Pro League
International,10,11,"WC Qualification, UEFA"
International,10,12,NIU
International,10,13,"FIFA World Cup, Qualification CAF"
International,10,14,World Cup Qualification CONCACAF
International,10,15,NIU
International,10,16,World Cup
England,10,17,Premier League
England,10,18,Championship
England,10,19,FA Cup
Norway,10,20,Eliteserien
England,10,21,EFL Cup
Norway,10,22,1st Division
Italy,10,23,Serie A
England,10,24,League One
England,10,25,League Two
International Youth,10,26,"U21 UEFA European Championship, Qualification"
International,10,27,"UEFA EURO, Qualification"
International,10,28,AFC Asian Cup QF
Norway,10,29,NM Cup
France,10,34,Ligue 1
Germany,10,35,Bundesliga
Scotland,10,36,Premiership
Netherlands,10,37,Eredivisie
Belgium,10,38,Pro League
Denmark,10,39,Superliga
Sweden,10,40,Allsvenskan
Finland,10,41,Veikkausliiga
Germany Amateur,10,42,Regionalliga North
Germany,10,44,2. Bundesliga
Austria,10,45,Bundesliga
Sweden,10,46,Superettan
Denmark,10,47,1. Division
Norway,10,48,2nd Division
Norway,10,49,"2nd Division, avd. 2"
Norway,10,51,"2nd Division, avd. 4"
Turkiye,10,52,Super Lig
Italy,10,53,Serie B
Spain,10,54,LaLiga 2
Finland,10,55,Ykkosliiga
Denmark,10,65,2nd Division
Denmark,10,66,"2nd Division, Pulje 2"
Sweden,10,67,"Ettan, Norra"
Sweden,10,68,"Ettan, Sodra"
Sweden,10,70,"Division 2, Norra Svealand"
Sweden,10,71,"Division 2, Norrland"
Sweden,10,72,"Division 2, Sodra Gotaland"
Sweden,10,73,"Division 2, Vastra Gotaland"
Sweden,10,74,"Division 2, Sodra Svealand"
Denmark,10,76,DBU Pokalen
Sweden,10,80,Svenska Cup
Finland,10,83,Liigacup
Costa Rica,10,84,Primera Division
Russia,10,91,Russian Cup
Brazil,10,92,Carioca
Brazil,10,93,"Campeonato Carioca, Taca Guanabara"
Brazil,10,94,"Campeonato Carioca, Taca Rio"
Turkiye,10,96,Turkiye Kupasi
Turkiye Amateur,10,97,2. Lig
Turkiye,10,98,1. Lig
Japan,10,101,J.League Cup
Norway Amateur,10,105,"3rd divisjon, Akershus"
Norway Amateur,10,110,"3rd divisjon, Østfold"
Norway Amateur,10,111,"3rd divisjon, Oslo 1"
Norway Amateur,10,120,"3rd divisjon, Oslo 2"
Norway Amateur,10,126,"3rd divisjon, Oslo 3"
Netherlands,10,131,Eerste Divisie
International,10,133,Copa America
Austria,10,135,2. Liga
Australia,10,136,A-League
International,10,140,CONCACAF Gold Cup
Germany Amateur,10,142,Oberliga BW
Germany Amateur,10,145,Oberliga NOFV North
Germany Amateur,10,146,Oberliga Westfalen
Germany Amateur,10,150,Oberliga NOFV South
Romania,10,152,Superliga
Montenegro,10,154,1. CFL
Argentina,10,155,Liga Profesional
Austria Amateur,10,166,Regionalliga Ost
Austria Amateur,10,167,Regionalliga West
Austria Amateur,10,168,Regionalliga Centre
Belarus,10,169,Vysshaya Liga
Croatia,10,170,HNL
Cyprus,10,171,1st Division
Czechia,10,172,1. Liga
England,10,173,National League
England Amateur,10,174,National League South
Montenegro,10,175,Liga Nacional
England Amateur,10,176,National League North
Guatemala,10,177,Liga Nacional
Estonia,10,178,Premium Liiga
Finland,10,179,"Kakkonen, Group A"
Finland,10,180,"Kakkonen, Group B"
Finland,10,181,"Kakkonen, Group C"
France,10,182,Ligue 2
France,10,183,National
Germany Amateur,10,184,Hessenliga
Greece,10,185,Super League
Greece,10,186,Super League 2
Hungary,10,187,NB I
Iceland,10,188,Besta deild
Ireland,10,192,Premier Division
Ireland,10,193,First Division
Ireland,10,195,FAI Cup
Japan,10,196,J.League
Latvia,10,197,Virsliga
Lithuania,10,198,A Lyga
North Macedonia,10,199,1. MFL
Northern Ireland,10,200,Premiership
Norway,10,201,"Toppserien, Women"
Poland,10,202,Ekstraklasa
Russia,10,203,Premier League
Russia,10,204,1. Liga
Czechia,10,205,FNL
Scotland,10,206,Championship
Scotland,10,207,League 1
Guatemala,10,208,Liga Nacional Promotion/Relegation Playoff
Scotland,10,209,League 2
Serbia,10,210,Superliga
Slovakia,10,211,Superliga
Slovenia,10,212,PrvaLiga
Spain,10,213,Supercopa
Sweden,10,214,Damallsvenskan
Switzerland,10,215,Super League
Switzerland,10,216,Challenge League
Germany,10,217,DFB Pokal
Ukraine,10,218,Premier League
Finland,10,220,Suomen Cup
Bosnia & Herzegovina,10,222,Premijer Liga
Slovakia,10,224,2. Liga
Poland,10,229,I Liga
Venezuela,10,231,Primera Division
Germany Amateur,10,232,Women Bundesliga
Portugal,10,238,Liga Portugal
Portugal,10,239,Liga Portugal 2
Ecuador,10,240,LigaPro Primera A
Colombia,10,241,Primera A
USA,10,242,MLS
Chile,10,244,Primera Division
International,10,246,AFC Asian Cup
Bulgaria,10,247,Parva Liga
Wales,10,254,Cymru Premier
International Youth,10,258,U19 European Championship
Israel,10,266,Premier League
International,10,270,Africa Cup of Nations
Uruguay,10,278,Primera Division
International Youth,10,279,U17 FIFA World Cup
International Clubs,10,280,Int. Friendly Games
Poland,10,281,Puchar Polski
Czechia,10,282,Cup
International,10,290,"World Cup, Women"
Slovenia,10,291,Slovenia Cup
International,10,295,"WC Qual, CONMEBOL"
Slovakia,10,303,Slovensky Pohar
Hungary,10,305,Magyar Kupa
Croatia,10,307,Croatian Cup
International,10,308,"World Cup Qualification, AFC"
International,10,309,FIFA World Cup Qualification OFC
International,10,310,don't use
Ukraine,10,312,Ukraine Cup
Serbia,10,314,Serbian Cup
Cyprus,10,315,Cyprus Cup
Japan,10,323,Emperor Cup
Brazil,10,325,Brasileiro Serie A
Belgium,10,326,Beker van Belgie
Portugal,10,327,League Cup
Italy,10,328,Coppa Italia
Spain,10,329,Copa del Rey
Netherlands,10,330,KNVB beker
Scotland,10,331,Challenge Cup
Scotland,10,332,League Cup
England,10,334,EFL Trophy
France,10,335,Coupe de France
Portugal,10,336,Taca de Portugal
Belgium,10,338,Super Cup
France,10,339,Trophee des Champions
Netherlands,10,340,Johan Cruijff Schaal
Italy,10,341,Supercoppa
Portugal,10,345,Super Cup
England,10,346,Community Shield
Scotland,10,347,Scottish Cup
North Macedonia,10,348,Macedonia Cup
Hungary,10,349,Magyar Kupa
Finland,10,350,"Veikkausliiga, Prom/Rel"
Norway,10,351,Super Cup
Mexico,10,352,Primera Division
Romania,10,355,Romania Cup
Estonia,10,356,Super Cup
International Clubs,10,357,FIFA Club World Cup
South Africa,10,358,Premiership
Ireland,10,360,Setanta Sports Cup
Ireland,10,361,Eirecom League Prom/Rel
International,10,362,don't use
Bulgaria,10,365,Bulgarian Cup
Wales,10,367,League Cup
Israel,10,370,Israel Cup
Brazil,10,372,"Paulista, Serie A1"
Brazil,10,373,Copa do Brasil
Brazil,10,374,Baiano
Greece,10,375,Greece Cup
Brazil,10,376,"Catarinense, Serie A"
Brazil,10,377,"Gaucho, Serie A1"
Brazil,10,378,Cearense
Brazil,10,379,Mineiro
Brazil,10,380,Pernambucano
Brazil,10,381,Goiano
Brazil,10,382,Paranaense
International Clubs,10,384,Copa Libertadores
Wales,10,388,FAW Welsh Cup
Argentina,10,389,Copa Torneo de Verano
Brazil,10,390,Brasileiro Serie B
International,10,392,EAFF E-1 Football Championship
Japan,10,393,Super Cup
Sweden,10,394,"2nd Div, Sodra Svealand"
Russia,10,397,Super Cup
Switzerland,10,399,Schweizer Cup
Australia,10,400,Hyundai A-League Playoff
Japan,10,402,J.League 2
International,10,404,"EAFF E-1 Football Championship, Women"
Peru,10,406,Liga 1
Republic of Korea,10,410,K-League 1
International,10,411,"Algarve Cup, Women"
International Youth,10,429,U17 European Championship
International,10,436,Olympic Tournament
International,10,437,"Olympic Tournament, Women"
Austria,10,445,OFB Cup
Venezuela,10,447,do not use
Slovenia,10,449,not use
Serbia,10,450,"Meridijan Superliga,Prom./Rel.Playoff"
Montenegro,10,451,Prva Crnogorska Liga Promotion/Relegation Playoff
International Youth,10,453,U20 World Cup
International Youth,10,454,U21 European Championship
Germany,10,455,"Supercup, Women"
Argentina,10,462,Promotion Primera Division
International Clubs,10,463,AFC Champions League Elite
International Clubs,10,465,UEFA Super Cup
Denmark,10,469,2nd Division Playoff
North Macedonia,10,470,not use
Japan,10,471,Promotion/Relegation
Greece,10,475,Division C
Greece,10,476,Super Cup
International,10,477,"European Championship, Women"
International,10,479,World Cup Qualification Asia
International Clubs,10,480,Copa Sudamericana
Canada,10,482,Canadian Soccer League
Belgium,10,485,don't use
Germany Amateur,10,489,Oberliga NOFV
International Clubs,10,490,Recopa Sudamericana
Germany,10,491,3. Liga
Germany Amateur,10,493,Regionalliga West
USA,10,495,US Open Cup
International Clubs,10,498,CONCACAF Champions Cup
Iceland,10,504,Cup
Turkiye,10,505,Super Kupa
Germany Amateur,10,508,Bremen Liga
Germany Amateur,10,509,Oberliga Hamburg
Bulgaria,10,510,Super Cup
Poland,10,511,Superpuchar Polski
Germany Amateur,10,512,Schleswig-Holstein-Liga
Germany Amateur,10,513,Oberliga Nieders. West
Germany Amateur,10,514,Oberliga Nieders. East
Poland,10,515,II Liga
Sweden Amateur,10,520,Div 3 Mellersta Gotaland
Sweden Amateur,10,528,Div 3 Sodra Gotaland
Slovenia,10,532,2. Liga
Denmark Amateur,10,536,Jyllandsserien – Pool 1
Denmark Amateur,10,538,Sjallandsserien
Spain,10,544,Segunda Federacion
Cyprus,10,550,Super Cup
Romania,10,562,Liga 2
Belarus,10,578,Belarus Cup
Bosnia & Herzegovina,10,583,Bosnia & Herzegovina Cup
Denmark Amateur,10,590,"CPH, Seriemesterskabet"
New Zealand,10,594,National League
International,10,602,ASEAN Championship
Ireland,10,610,1st Division Promotion/Relegation Playoffs
Northern Ireland,10,611,League Cup
Republic of Korea,10,615,Korea Cup
International,10,622,Gulf Cup
Vietnam,10,626,V-League 1
England Amateur,10,628,FA Trophy
Malta,10,629,Premier League
Malta,10,630,Challenge League
International Youth,10,632,U20 CONMEBOL Ch.ship
Malta,10,633,FA Trophy
Singapore,10,634,Premier League
International,10,637,African Nations Championship
International Youth,10,638,U20 CONCACAF Championship
China,10,649,Chinese Super League
Singapore,10,655,Singapore Cup
International Clubs,10,668,AFC Champions League Two
Armenia,10,671,Premier League
Armenia,10,672,First League
Faroe Islands,10,673,Premier League
Faroe Islands,10,674,1st deild
Iceland,10,675,1. deild
Lithuania,10,676,1 Lyga
Latvia,10,677,1.Liga
Estonia,10,678,Esiliiga
International Clubs,10,679,UEFA Europa League
Kazakhstan,10,682,Premier League
Moldova,10,685,Super Liga
Germany Amateur,10,686,DFB Pokal Women
Luxembourg,10,690,Division Nationale
Ukraine,10,691,Persha Liga
Cyprus,10,692,2nd Division
Paraguay,10,693,Primera Division
International Youth,10,695,"U19 UEFA European Championship, Women"
International Clubs,10,696,UEFA Champions League Women
Mexico,10,697,Liga de Expansion MX
Romania,10,698,Super Cup
Northern Ireland,10,700,not in use
Northern Ireland,10,701,Championship
Argentina,10,703,Primera Nacional
Georgia,10,704,Erovnuli Liga
Azerbaijan,10,709,Premier League
Moldova,10,710,Liga 1
Bosnia & Herzegovina,10,715,"Prva Liga, Rep of Srpska"
Bosnia & Herzegovina,10,716,"Prva Liga, Fed BiH"
Montenegro,10,717,2. CFL
North Macedonia,10,718,2. MFL
Albania,10,720,Kategoria Superiore
Serbia,10,721,Prva Liga
Albania,10,722,Kategoria e Pare
Luxembourg,10,723,Promotion d'Honneur
Croatia,10,724,Prva NL
Malta,10,725,Super Cup
Georgia,10,726,Erovnuli Liga 2
Israel,10,727,National League
Georgia,10,729,Cup
Estonia,10,731,Cup
Azerbaijan,10,736,First Division
San Marino,10,737,Coppa Titano
San Marino,10,738,Campionato Sammarinese
Montenegro,10,739,Cup Crne Gore
Azerbaijan,10,740,Azerbaijan Cup
Moldova,10,741,Cupa Moldovei
Andorra,10,742,Primera Divisio
Andorra,10,743,Second Divisio
International Youth,10,746,"U19 European Championship, Women, Qualification"
International Youth,10,748,"U19 European Championship, Qualification"
Kazakhstan,10,749,Kazakhstan Cup
International Youth,10,753,"U17 European Championship, Women, Qualification"
International Youth,10,755,"U17 UEFA European Championship, Qualification"
Albania,10,756,Kupa e Shqiperise
Liechtenstein,10,757,Liechtensteiner Cup
Latvia,10,761,Latvia Cup
Luxembourg,10,765,Coupe de Luxembourg
Georgia,10,766,Super Cup
Northern Ireland,10,767,Irish Cup
Vietnam,10,771,V-League 2
Uzbekistan,10,772,Superliga
Kazakhstan,10,773,Super Cup
Belarus,10,775,Super Cup
Belarus,10,776,Pervaya Liga
Republic of Korea,10,777,K-League 2
Armenia,10,778,Armenian Cup
Faroe Islands,10,779,Logmanssteypid
International,10,780,"World Championship Qualification Women, Europe"
China,10,782,China League 1
Kazakhstan,10,785,Pervaya Liga
Iceland,10,786,Super Cup
Germany,10,799,Super Cup
International Youth,10,804,"U20 FIFA World Cup, Women"
Egypt,10,808,Premier League
Germany Amateur,10,809,A-Junioren-Bundesliga N/N-E
Germany Amateur,10,810,A-Junioren-Bundesliga West
Germany Amateur,10,811,A-Junioren-Bundesliga S/S-W
Lithuania,10,812,LFF Cup
Germany Amateur,10,813,Oberliga Niedersachsen
Czechia,10,822,U19 1st Division
Czechia,10,823,"1. Liga, Women"
Italy,10,824,Coppa Italia Serie C
Qatar,10,825,Stars League
International Youth,10,827,"U17 FIFA World Cup, Women"
Algeria,10,841,Ligue 1
Bahrain,10,846,Premier League
India,10,848,I-League
International,10,851,Int. Friendly Games
International,10,852,Int. Friendly Games W
International Clubs,10,853,Club Friendly Games
International Youth,10,854,U21 Friendly Games
International Youth,10,855,U20 Friendly Games
International Youth,10,856,U19 Friendly Games
International Youth,10,857,U18 Friendly Games
International Youth,10,858,U17 Friendly Games
Bolivia,10,866,Liga Profesional
Sweden,10,868,"Division 2, Norra Gotaland"
International,10,878,"Womens Euro, Qualif."
Russia,10,879,Youth League
Andorra,10,881,Copa Constitucio
China,10,882,FA Cup
Italy,10,884,Supercoppa di Lega Pro
International Clubs,10,886,Audi Cup
Germany,10,889,Telekom Cup
North Macedonia,10,912,Super Cup
Virtual Leagues,10,913,Virt. Football League
Iran,10,915,Pro League
International Youth,10,917,U17 European Women's Championship
Honduras,10,925,"Liga Nacional, Relegation Playoff"
Jordan,10,929,Jordan League
Morocco,10,937,Botola Pro D1
Kuwait,10,939,Crown Prince Cup
Turkiye Amateur,10,945,3. Lig
"Hong Kong, China",10,947,Premier League
Saudi Arabia,10,955,Saudi Pro League
Oman,10,965,Omani League
United Arab Emirates,10,971,Arabian Gulf League
International Youth,10,981,U23 Africa Cup of Nations
Tunisia,10,984,Ligue 1
Malaysia,10,1000,Super League
Kuwait,10,1002,Premier League
Cameroon,10,1006,Elite One
Indonesia,10,1015,Liga 1
Sweden Amateur,10,1016,U21 Allsvenskan
International,10,1018,Cyprus Women Cup
South Africa,10,1020,FA Cup
Argentina,10,1024,Copa Argentina
Thailand,10,1032,Thai League 1
England Amateur,10,1044,Super League Women
International Clubs,10,1054,CAF Champions League
Sweden,10,1058,Svenska Cup Women
International,10,1060,Baltic Cup
Norway,10,1062,NM Cup Women
International Youth,10,1072,U23 Friendly Games
International Youth,10,1074,U20 Copa Libertadores
Virtual Leagues,10,1078,Virt. Football League 2
Germany Amateur,10,1079,Regionalliga Southwest
El Salvador,10,1081,Primera Division
Germany Amateur,10,1083,Regionalliga Northeast
Germany Amateur,10,1085,Regionalliga Bavaria
Germany Amateur,10,1089,Bayernliga North
Germany Amateur,10,1091,Bayernliga South
Russia,10,1093,"2. Liga, Division B, Group 1"
Russia,10,1095,"2. Liga, Division B, Group 3"
Russia,10,1097,"2. Liga, Division B, Group 4"
Russia,10,1099,"2. Liga, Division B, Group 2"
Switzerland,10,1101,Promotion League
Germany Amateur,10,1103,Oberliga Niederrhein
Germany Amateur,10,1105,Mittelrheinliga
Albania,10,1107,Superkupa e Shqiperise
Germany Amateur,10,1109,Oberliga Rheinland-Pfalz
England Amateur,10,1111,Northern Premier League Premier
International Clubs,10,1115,CAF Confederations Cup
Belgium,10,1117,U21 Pro League
South Africa,10,1125,MTN 8
Spain,10,1127,Primera Division Women
England Amateur,10,1129,U21 Premier League 2
England Amateur,10,1131,"Isthmian League, Pr. Div"
Portugal,10,1133,U19 Campeonato Nacional
Bulgaria,10,1135,Vtora Liga
France,10,1139,"Premiere Ligue, Women"
Italy,10,1149,"Campionato Primavera, Girone A"
Italy,10,1151,"Campionato Primavera, Girone B"
Italy,10,1153,"Campionato Primavera, Girone C"
Ghana,10,1191,Premier League
South Africa,10,1205,Knockout Cup
Ivory Coast,10,1211,Ligue 1
Chile,10,1221,Copa Chile
International Clubs,10,1222,OFC Champions League
Czechia,10,1224,Winter League
Senegal,10,1226,Ligue 1
Brazil,10,1234,"Paulista, Serie A2"
Vietnam,10,1236,Super Cup
Colombia,10,1238,Primera B
Chile,10,1240,Primera B
International Youth,10,1246,Viareggio Cup
International Clubs,10,1250,CAF Super Cup
Paraguay,10,1254,Segunda Division
Australia,10,1258,South Australia NPL
Australia,10,1260,Capital NPL 1
Lithuania,10,1262,Super Cup
Latvia,10,1266,Superkauss
Australia,10,1268,Queensland NPL
Australia,10,1270,Western Australia NPL
Australia,10,1274,NSW NPL 1
Australia,10,1275,"Victoria, NPL"
Austria Amateur,10,1279,"Salzburg, Salzburger Liga"
Brazil,10,1281,Brasileiro Serie C
International Clubs,10,1295,Emirates Cup
Ukraine,10,1307,U19
Chile,10,1309,Supercup
Slovakia,10,1327,U19 1. Liga
Colombia,10,1335,Copa Colombia
Hungary,10,1339,NB II
San Marino,10,1343,Supercup
Argentina,10,1347,Primera B
Virtual Leagues,10,1363,Virtua Football ExaLogic
Poland,10,1365,CLJ
United Arab Emirates,10,1369,Pro League Cup
Italy,10,1374,"Serie D, Group A"
Italy,10,1376,"Serie D, Group B"
Italy,10,1378,"Serie D, Group C"
Italy,10,1380,"Serie D, Group D"
Italy,10,1382,"Serie D, Group E"
Italy,10,1384,"Serie D, Group F"
Italy,10,1386,"Serie D, Group G"
Italy,10,1388,"Serie D, Group H"
Italy,10,1390,"Serie D, Group I"
Morocco,10,1434,Coupe du Trone
Virtual Leagues,10,1456,Virtual Football BetFlag
Virtual Leagues,10,1458,Virtual Football Microg.
Cyprus,10,1460,3rd Division
Qatar,10,1518,QSL Cup
International Youth,10,1530,"U17 CONCACAF Championship, Women"
Gibraltar,10,1542,National League
Italy,10,1554,Coppa Italia Primavera
International Youth,10,1568,"U20 CONCACAF Championship, Women"
Algeria,10,1588,Coupe d Algerie
England Amateur,10,1592,Premier League Cup
Brazil,10,1596,Copa do Nordeste
International Youth,10,1612,"U20 CONMEBOL, Women"
Brazil,10,1614,"Paulista, Serie A3"
Argentina,10,1618,Super Cup
